Chemin,Instance déliberatrice,Identifiant,Majoration,Type recours,Personnalité,Décision,Code juridiction,Nom juridiction,Date,Lien fichier
../data/raw/DCA/2023/04/DCA_21BX01366_20230411.xml,Cour administrative d'appel,21BX01366,40%,Plein Contentieux,Personne morale,Rejet,33,Cour administrative d'appel de Bordeaux,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21BX01366_20230411.xml
../data/raw/DCA/2023/04/DCA_20MA03721_20230413.xml,Cour administrative d'appel,20MA03721,40%,Plein Contentieux,Personne morale,Rejet,13,Cour administrative d'appel de Marseille,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_20MA03721_20230413.xml
../data/raw/DCA/2023/04/DCA_21VE01286_20230413.xml,Cour administrative d'appel,21VE01286,40%,Plein Contentieux,Personne morale,Rejet,78,Cour administrative d'appel de Versailles,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21VE01286_20230413.xml
../data/raw/DCA/2023/04/DCA_21LY03454_20230406.xml,Cour administrative d'appel,21LY03454,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY03454_20230406.xml
../data/raw/DCA/2023/04/DCA_22PA02146_20230405.xml,Cour administrative d'appel,22PA02146,40%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_22PA02146_20230405.xml
../data/raw/DCA/2023/04/DCA_22DA00293_20230413.xml,Cour administrative d'appel,22DA00293,40%,Plein Contentieux,Personne morale,Rejet,59,Cour administrative d'appel de Douai,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_22DA00293_20230413.xml
../data/raw/DCA/2023/04/DCA_22PA01605_20230405.xml,Cour administrative d'appel,22PA01605,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_22PA01605_20230405.xml
../data/raw/DCA/2023/04/DCA_22PA01578_20230405.xml,Cour administrative d'appel,22PA01578,40%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_22PA01578_20230405.xml
../data/raw/DCA/2023/04/DCA_22PA02341_20230405.xml,Cour administrative d'appel,22PA02341,40%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_22PA02341_20230405.xml
../data/raw/DCA/2023/04/DCA_21LY02567_20230427.xml,Cour administrative d'appel,21LY02567,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY02567_20230427.xml
../data/raw/DCA/2023/04/DCA_21PA02327_20230421.xml,Cour administrative d'appel,21PA02327,80%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21PA02327_20230421.xml
../data/raw/DCA/2023/04/DCA_21LY03673_20230427.xml,Cour administrative d'appel,21LY03673,40%,Fiscal,Personne physique,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY03673_20230427.xml
../data/raw/DCA/2023/04/DCA_21LY02312_20230406.xml,Cour administrative d'appel,21LY02312,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY02312_20230406.xml
../data/raw/DCA/2023/04/DCA_20MA02292_20230413.xml,Cour administrative d'appel,20MA02292,40%,Plein Contentieux,Personne morale,Rejet,13,Cour administrative d'appel de Marseille,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_20MA02292_20230413.xml
../data/raw/DCA/2023/04/DCA_21LY02574_20230427.xml,Cour administrative d'appel,21LY02574,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY02574_20230427.xml
../data/raw/DCA/2023/04/DCA_20PA03875_20230421.xml,Cour administrative d'appel,20PA03875,40%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_20PA03875_20230421.xml
../data/raw/DCA/2023/04/DCA_21PA05550_20230421.xml,Cour administrative d'appel,21PA05550,40%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21PA05550_20230421.xml
../data/raw/DCA/2023/04/DCA_22LY02237_20230406.xml,Cour administrative d'appel,22LY02237,40%,Fiscal,Personne morale,Satisfaction Totale,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_22LY02237_20230406.xml
../data/raw/DCA/2023/04/DCA_21TL02580_20230413.xml,Cour administrative d'appel,21TL02580,40%,Plein Contentieux,Personne physique,Satisfaction Totale,31,Cour administrative d'appel de Toulouse,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21TL02580_20230413.xml
../data/raw/DCA/2023/04/DCA_21BX01368_20230411.xml,Cour administrative d'appel,21BX01368,40%,Plein Contentieux,Personne morale,Rejet,33,Cour administrative d'appel de Bordeaux,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21BX01368_20230411.xml
../data/raw/DCA/2023/04/DCA_20MA02636_20230413.xml,Cour administrative d'appel,20MA02636,40%,Plein Contentieux,Personne morale,Rejet,13,Cour administrative d'appel de Marseille,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_20MA02636_20230413.xml
../data/raw/DCA/2023/04/DCA_21BX01966_20230425.xml,Cour administrative d'appel,21BX01966,40%,Plein Contentieux,Personne morale,Rejet,33,Cour administrative d'appel de Bordeaux,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21BX01966_20230425.xml
../data/raw/DCA/2023/04/DCA_21NT03660_20230414.xml,Cour administrative d'appel,21NT03660,40%,Plein Contentieux,Personne morale,Rejet,44,Cour Administrative d'Appel de Nantes,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21NT03660_20230414.xml
../data/raw/DCA/2023/04/DCA_22NT01725_20230414.xml,Cour administrative d'appel,22NT01725,40%,Other,Personne physique,Rejet,44,Cour Administrative d'Appel de Nantes,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_22NT01725_20230414.xml
../data/raw/DCA/2023/04/DCA_21BX01012_20230411.xml,Cour administrative d'appel,21BX01012,40%,Plein Contentieux,Personne morale,Rejet,33,Cour administrative d'appel de Bordeaux,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21BX01012_20230411.xml
../data/raw/DCA/2023/04/DCA_21BX00985_20230411.xml,Cour administrative d'appel,21BX00985,40%,Plein Contentieux,Personne morale,Rejet,33,Cour administrative d'appel de Bordeaux,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21BX00985_20230411.xml
../data/raw/DCA/2023/04/DCA_21LY02576_20230427.xml,Cour administrative d'appel,21LY02576,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY02576_20230427.xml
../data/raw/DCA/2023/04/DCA_21MA00003_20230414.xml,Cour administrative d'appel,21MA00003,40%,Plein Contentieux,Personne morale,Rejet,13,Cour administrative d'appel de Marseille,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21MA00003_20230414.xml
../data/raw/DCA/2023/04/DCA_21LY01622_20230406.xml,Cour administrative d'appel,21LY01622,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY01622_20230406.xml
../data/raw/DCA/2023/04/DCA_20NC02577_20230406.xml,Cour administrative d'appel,20NC02577,40%,Autres,Personne morale,Rejet,54,Cour Administrative d'Appel de Nancy,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_20NC02577_20230406.xml
../data/raw/DCA/2023/04/DCA_21VE01985_20230411.xml,Cour administrative d'appel,21VE01985,100%,Plein Contentieux,Personne morale,Rejet,78,Cour administrative d'appel de Versailles,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21VE01985_20230411.xml
../data/raw/DCA/2023/04/DCA_20MA02637_20230413.xml,Cour administrative d'appel,20MA02637,40%,Plein Contentieux,Personne morale,Rejet,13,Cour administrative d'appel de Marseille,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_20MA02637_20230413.xml
../data/raw/DCA/2023/04/DCA_21LY03689_20230427.xml,Cour administrative d'appel,21LY03689,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY03689_20230427.xml
../data/raw/DCA/2023/04/DCA_21LY02585_20230427.xml,Cour administrative d'appel,21LY02585,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY02585_20230427.xml
../data/raw/DCA/2023/04/DCA_22PA02002_20230405.xml,Cour administrative d'appel,22PA02002,100%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_22PA02002_20230405.xml
../data/raw/DCA/2023/04/DCA_21PA02328_20230421.xml,Cour administrative d'appel,21PA02328,80%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21PA02328_20230421.xml
../data/raw/DCA/2023/04/DCA_22PA02010_20230405.xml,Cour administrative d'appel,22PA02010,40%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_22PA02010_20230405.xml
../data/raw/DCA/2023/04/DCA_21PA02057_20230412.xml,Cour administrative d'appel,21PA02057,40%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21PA02057_20230412.xml
../data/raw/DCA/2023/04/DCA_21BX02963_20230425.xml,Cour administrative d'appel,21BX02963,40%,Plein Contentieux,Personne morale,Rejet,33,Cour administrative d'appel de Bordeaux,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21BX02963_20230425.xml
../data/raw/DCA/2023/04/DCA_20VE01946_20230413.xml,Cour administrative d'appel,20VE01946,40%,Plein Contentieux,Personne morale,Rejet,78,Cour administrative d'appel de Versailles,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_20VE01946_20230413.xml
../data/raw/DCA/2023/04/DCA_21LY02901_20230420.xml,Cour administrative d'appel,21LY02901,40%,Fiscal,Personne physique,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21LY02901_20230420.xml
../data/raw/DCA/2023/04/DCA_21PA03090_20230421.xml,Cour administrative d'appel,21PA03090,100%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21PA03090_20230421.xml
../data/raw/DCA/2023/04/DCA_21DA02866_20230413.xml,Cour administrative d'appel,21DA02866,40%,Plein Contentieux,Personne morale,Rejet,59,Cour administrative d'appel de Douai,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21DA02866_20230413.xml
../data/raw/DCA/2023/04/DCA_21VE02138_20230411.xml,Cour administrative d'appel,21VE02138,40%,Plein Contentieux,Personne morale,Rejet,78,Cour administrative d'appel de Versailles,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21VE02138_20230411.xml
../data/raw/DCA/2023/04/DCA_20NC03331_20230406.xml,Cour administrative d'appel,20NC03331,40%,Other,Personne morale,Rejet,54,Cour Administrative d'Appel de Nancy,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_20NC03331_20230406.xml
../data/raw/DCA/2023/04/DCA_21MA04491_20230414.xml,Cour administrative d'appel,21MA04491,40%,Plein Contentieux,Personne morale,Rejet,13,Cour administrative d'appel de Marseille,2023-4,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/04/DCA_21MA04491_20230414.xml
../data/raw/DCA/2023/05/DCA_21MA02827_20230517.xml,Cour administrative d'appel,21MA02827,40%,Plein Contentieux,Personne morale,Rejet,13,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21MA02827_20230517.xml
../data/raw/DCA/2023/05/DCA_21TL00657_20230511.xml,Cour administrative d'appel,21TL00657,40%,Plein Contentieux,Personne morale,Rejet,31,Cour administrative d'appel de Toulouse,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21TL00657_20230511.xml
../data/raw/DCA/2023/05/DCA_21LY02083_20230511.xml,Cour administrative d'appel,21LY02083,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21LY02083_20230511.xml
../data/raw/DCA/2023/05/DCA_23TL00998_20230517.xml,Cour administrative d'appel,23TL00998,40%,Plein Contentieux,Personne morale,Rejet,31,Cour administrative d'appel de Toulouse,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_23TL00998_20230517.xml
../data/raw/DCA/2023/05/DCA_21PA01020_20230510.xml,Cour administrative d'appel,21PA01020,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,75,Cour administrative d'appel de Paris,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21PA01020_20230510.xml
../data/raw/DCA/2023/05/DCA_21PA01075_20230510.xml,Cour administrative d'appel,21PA01075,40%,Plein Contentieux,Personne morale,Satisfaction Totale,75,Cour administrative d'appel de Paris,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21PA01075_20230510.xml
../data/raw/DCA/2023/05/DCA_22VE01226_20230511.xml,Cour administrative d'appel,22VE01226,100%,Plein Contentieux,Personne morale,Satisfaction Partielle,78,Cour administrative d'appel de Versailles,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_22VE01226_20230511.xml
../data/raw/DCA/2023/05/DCA_21BX01604_20230516.xml,Cour administrative d'appel,21BX01604,40%,Plein Contentieux,Personne morale,Satisfaction Totale,33,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21BX01604_20230516.xml
../data/raw/DCA/2023/05/DCA_21VE00846_20230509.xml,Cour administrative d'appel,21VE00846,40%,Plein Contentieux,Personne morale,Rejet,78,Cour administrative d'appel de Versailles,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21VE00846_20230509.xml
../data/raw/DCA/2023/05/DCA_21LY02765_20230511.xml,Cour administrative d'appel,21LY02765,40%,Fiscal,Personne morale,Satisfaction Partielle,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21LY02765_20230511.xml
../data/raw/DCA/2023/05/DCA_21BX01340_20230531.xml,Cour administrative d'appel,21BX01340,40%,Plein Contentieux,Personne morale,Rejet,33,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21BX01340_20230531.xml
../data/raw/DCA/2023/05/DCA_20PA04068_20230512.xml,Cour administrative d'appel,20PA04068,80%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_20PA04068_20230512.xml
../data/raw/DCA/2023/05/DCA_22DA00167_20230504.xml,Cour administrative d'appel,22DA00167,40%,Plein Contentieux,Personne physique,Rejet,59,Cour administrative d'appel de Douai,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_22DA00167_20230504.xml
../data/raw/DCA/2023/05/DCA_21VE01585_20230531.xml,Cour administrative d'appel,21VE01585,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,78,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21VE01585_20230531.xml
../data/raw/DCA/2023/05/DCA_20VE03161_20230509.xml,Cour administrative d'appel,20VE03161,80%,Plein Contentieux,Personne physique,Rejet,78,Cour administrative d'appel de Versailles,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_20VE03161_20230509.xml
../data/raw/DCA/2023/05/DCA_19MA04389_20230517.xml,Cour administrative d'appel,19MA04389,40%,Plein Contentieux,Personne physique,Rejet,13,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_19MA04389_20230517.xml
../data/raw/DCA/2023/05/DCA_21BX01341_20230531.xml,Cour administrative d'appel,21BX01341,40%,Plein Contentieux,Personne morale,Rejet,33,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21BX01341_20230531.xml
../data/raw/DCA/2023/05/DCA_21MA02550_20230504.xml,Cour administrative d'appel,21MA02550,40%,Plein Contentieux,Personne physique,Rejet,13,Cour administrative d'appel de Marseille,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21MA02550_20230504.xml
../data/raw/DCA/2023/05/DCA_21LY02057_20230511.xml,Cour administrative d'appel,21LY02057,40%,Fiscal,Personne morale,Satisfaction Partielle,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21LY02057_20230511.xml
../data/raw/DCA/2023/05/DCA_21LY04320_20230517.xml,Cour administrative d'appel,21LY04320,40%,Fiscal,Personne morale,Satisfaction Totale,69,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21LY04320_20230517.xml
../data/raw/DCA/2023/05/DCA_22DA00803_20230525.xml,Cour administrative d'appel,22DA00803,40%,Plein Contentieux,Personne morale,Rejet,59,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_22DA00803_20230525.xml
../data/raw/DCA/2023/05/DCA_21TL01496_20230511.xml,Cour administrative d'appel,21TL01496,80%,Plein Contentieux,Personne morale,Rejet,31,Cour administrative d'appel de Toulouse,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21TL01496_20230511.xml
../data/raw/DCA/2023/05/DCA_21TL01491_20230511.xml,Cour administrative d'appel,21TL01491,40%,Plein Contentieux,Personne morale,Rejet,31,Cour administrative d'appel de Toulouse,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21TL01491_20230511.xml
../data/raw/DCA/2023/05/DCA_21BX01353_20230516.xml,Cour administrative d'appel,21BX01353,40%,Plein Contentieux,Personne morale,Rejet,33,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21BX01353_20230516.xml
../data/raw/DCA/2023/05/DCA_21LY02855_20230525.xml,Cour administrative d'appel,21LY02855,40%,Fiscal,Personne morale,Rejet,69,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21LY02855_20230525.xml
../data/raw/DCA/2023/05/DCA_21DA01782_20230504.xml,Cour administrative d'appel,21DA01782,40%,Plein Contentieux,Personne physique,Satisfaction Totale,59,Cour administrative d'appel de Douai,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21DA01782_20230504.xml
../data/raw/DCA/2023/05/DCA_21NC00998_20230511.xml,Cour administrative d'appel,21NC00998,100%,Autres,Personne morale,Rejet,54,Cour Administrative d'Appel de Nancy,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21NC00998_20230511.xml
../data/raw/DCA/2023/05/DCA_22DA02393_20230517.xml,Cour administrative d'appel,22DA02393,40%,Plein Contentieux,Personne morale,Rejet,59,Cour administrative d'appel de Douai,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_22DA02393_20230517.xml
../data/raw/DCA/2023/05/DCA_20LY02379_20230511.xml,Cour administrative d'appel,20LY02379,40%,Fiscal,Personne morale,Satisfaction Partielle,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_20LY02379_20230511.xml
../data/raw/DCA/2023/05/DCA_21LY03887_20230511.xml,Cour administrative d'appel,21LY03887,40%,Fiscal,Personne physique,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21LY03887_20230511.xml
../data/raw/DCA/2023/05/DCA_21DA02926_20230517.xml,Cour administrative d'appel,21DA02926,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,59,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21DA02926_20230517.xml
../data/raw/DCA/2023/05/DCA_21VE01268_20230511.xml,Cour administrative d'appel,21VE01268,40%,Plein Contentieux,Personne morale,Satisfaction Partielle,78,Cour administrative d'appel de Versailles,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21VE01268_20230511.xml
../data/raw/DCA/2023/05/DCA_21VE01627_20230531.xml,Cour administrative d'appel,21VE01627,40%,Plein Contentieux,Personne morale,Rejet,78,Cour administrative d'appel de Versailles,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21VE01627_20230531.xml
../data/raw/DCA/2023/05/DCA_22DA00276_20230517.xml,Cour administrative d'appel,22DA00276,40%,Plein Contentieux,Personne morale,Rejet,59,Cour administrative d'appel de Douai,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_22DA00276_20230517.xml
../data/raw/DCA/2023/05/DCA_20MA00143_20230504.xml,Cour administrative d'appel,20MA00143,40%,Plein Contentieux,Personne morale,Rejet,13,Cour administrative d'appel de Marseille,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_20MA00143_20230504.xml
../data/raw/DCA/2023/05/DCA_22PA01973_20230531.xml,Cour administrative d'appel,22PA01973,40%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_22PA01973_20230531.xml
../data/raw/DCA/2023/05/DCA_21BX01339_20230531.xml,Cour administrative d'appel,21BX01339,40%,Plein Contentieux,Personne morale,Rejet,33,Cour administrative d'appel de Bordeaux,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21BX01339_20230531.xml
../data/raw/DCA/2023/05/DCA_21PA04611_20230510.xml,Cour administrative d'appel,21PA04611,40%,Plein Contentieux,Personne morale,Rejet,75,Cour administrative d'appel de Paris,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21PA04611_20230510.xml
../data/raw/DCA/2023/05/DCA_21LY03860_20230511.xml,Cour administrative d'appel,21LY03860,40%,Fiscal,Personne morale,Rejet,69,COUR ADMINISTRATIVE D'APPEL DE LYON,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21LY03860_20230511.xml
../data/raw/DCA/2023/05/DCA_21VE01357_20230531.xml,Cour administrative d'appel,21VE01357,40%,Plein Contentieux,Personne physique,Rejet,78,Cour administrative d'appel de Versailles,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21VE01357_20230531.xml
../data/raw/DCA/2023/05/DCA_20MA01795_20230504.xml,Cour administrative d'appel,20MA01795,40%,Plein Contentieux,Personne morale,Rejet,13,Cour administrative d'appel de Marseille,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_20MA01795_20230504.xml
../data/raw/DCA/2023/05/DCA_21TL02822_20230525.xml,Cour administrative d'appel,21TL02822,40%,Plein Contentieux,Personne physique,Rejet,31,,2023-5,https://raw.githubusercontent.com/78jeanlebret/legal_data_analysis/main/data/final/DCA/2023/05/DCA_21TL02822_20230525.xml
